Name,Image,AC Bonus,Base AC,ST Ability,ST Bonus,ST Factor,Immunity,Resistance,Abilities,Ability Bonus,Ability Max,Additional HP,Skills,Skill Bonus,Skill Factor,Movement,Critical Chance,AR Types,AR Bonus,AR Factor,Attack Type,Weapon DMG,Weapon DMG Type,Death ST Factor,Ability Check,Ability Check Bonus,Ability Check Factor,Spell Save DC Bonus,Vulnerability,Immune to Conditions,Cant Move,Cant Act,Cant React,Initiative,Opponent AR Type,Opponent AR Factor,Darkvision,Skill Proficiency,Temporary HP,Ignore,DONE,Description
Lover's Avarice,,,,,,,,,WIS,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Wisdom is indefinitely reduced by 1.
Loviatar's Love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Pain is the path to clarity. When you have 30% Hit Points or less, you gain a +2 bonus to Attack Rolls and Wisdom Saving Throws."
Lunar Legionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Entity grants  Brand of the Silverlight to all allies and  Lunar Radiance to all foes within  18 m / 60 ft.
Lunar Protection,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,You have Advantage on  Saving throws against spells - even when Wild-Shaped.
Lunar Radiance,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Affected entity has -2 to Attack Rolls. It also sheds bright light in an area surrounding it.
Lunar Vitality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,FALSE,TRUE,"You have  22 temporary hit points. While having the temporary hit points, all incoming damage is reduced by 1."
Lured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"The affected entity is attracted to a harpy's luring melody and uses its turn to move closer to the harpy, possibly provoking opportunity attacks from the other harpies. The affected entity must pass a DC 13  Wisdom saving throw at the start of their turn or remain lured. Taking damage or being Shoved removes the condition."
Luring Song,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The affected entity must succeed a Wisdom  Saving throw every turn or is  Lured by the Harpy's song. Success grants the  Resisted the Song condition for 2 turns.
Madness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Hostile to everyone in the vicinity.
Mage Armour,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Base  Armour Class is 13.
Mage-Animated,,,,,,,,,,5,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Lorroakan has taken a special interest in this animated armour. As a result, this entity has an additional +5 to its Ability Scores and +20 total Hit Points."
Magic Allergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Allergic to magic. If a spell or cantrip is cast close to the gremishka, it might react to the magic and trigger a random effect."
Magic Allergy: Panther Polymorph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,This gremishka has been polymorphed into a panther.
Magic Awareness,,,,,1d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,The barbarian and all creatures within 3 m / 10 ft add a  1d4 bonus to  Saving throws.
Magic Awareness Aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"A nearby barbarian is visualising the Weave. Adds a  1d4 bonus to  Saving throws, as long as they stay within 3 m / 10 ft of the barbarian."
Magic Weapon,,,,,,,,,,,,,,,,,,,1,,,1,Weapon,,,,,,,,,,,,,,,,,FALSE,TRUE,"Weapon has become magical, receiving a +1 bonus to Attack rolls and Damage Rolls."
Magical Ambush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Affected entity is hidden. Creatures have  Disadvantage on  Saving throws against its spells.
Magmatic Disturbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"The presence of this creature disturbs nearby  Lava, making it bubble and explode. The bubbles deal 2d6Fire damage when they explode. A DC 12  Dexterity saving throw reduces this damage to half."
Magmatic Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Regain 20d6hit points when starting a turn in  Lava.
Maimed,,,,DEX,,DIS,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,FALSE,TRUE,The affected creature's Movement Speed is reduced to 0. The affected creature has  Disadvantage on Dexterity Saving Throws. The condition is removed by healing.
Malefic Possession,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The affected entity acts according to the  Possessing ghost's will and takes 4d8Necrotic damage each turn until it dies or is  Turned.
Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The Steel Watcher is  Stunned
Malfunctioning Shell of Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"The Micromodron Force Curtain malfunctioned, making this character vulnerable to elemental damage for one turn."
Mammon's Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,FALSE,TRUE,"Affected entity has been temporarily transformed into gold. It can't move or take actions, bonus actions, or reactions."
Manoeuvring Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Can use  Forced Manoeuvre.
Mantle of Inspiration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Imbued with bardic vigour and granted  5 temporary hit points. If hit with a melee attack, the attacker becomes  Charmed."
Mantle of Majesty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Concentrating on Mantle of Majesty. Can still cast any of the spell's variants on any target each turn.
Mark of Putrefaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necrotic,,,,,,,,,,,FALSE,TRUE,"Marked by the dead. Affected entity is Vulnerable to Necrotic damage, or loses its Necrotic Resistance."
Mark of the Shifter,,,,,,,,,,,,,,1d4,,,,,,,,,,,,1d4,,,,,,,,,,,,,,FALSE,TRUE,"While shapeshifting or disguising itself, the affected entity gains a +1d4 bonus to all  Ability checks."
Marked for Negation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"The affected entity is within range of the Netherbrain's Orb of Negation. The orb will explode on its turn, dealing 20~200Force damage."
Marshal Undead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,An undying magnitude grants the Death Knight and nearby undead  Advantage against being  Turned.
Marshalled Undead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The affected entity has  Advantage against being  Turned while within  18 m / 60 ft of the spellcaster.
Martial Arts: Unarmed Strike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,You can make an unarmed attack as a  Bonus Action this turn.
Martial Exertion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Affected entity has pushed past its physical limits, taking 6d6Piercing damage per turn to perform an additional attack per turn and to double its movement speed."
Martialling Cry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,You deal maximum damage on all your attacks.
Mating Frenzy,,,,,,,,"Cold, Lightning, Fire, Bludgeoning, Piercing, Slashing, Acid, Force, Necrotic, Poison, Radiant, Thunder",,,,,,,,,,,,,,5,Piercing,,,,,,,"Charmed, Frightened",,,,,,,,,,FALSE,TRUE,"The alioramus has detected mating pheromones and is understandably a bit feral. It deals 5Piercing damage additional damage, gains Resistance to all damage except Psychic, and can't be  Charmed or  Frightened."
Medium Toughness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,This material is unusually strong. Only a hit that deals at least 22 damage can damage it.
Meenlock Fear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The affected creature's proximity to a Meenlock fills it with fear. It is  Frightened unless it succeeds a  Wisdom saving throw.
Melancholy Heart,,,,WIS,,DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Affected entity will be automatically Critically Hit by Viconia's attacks, and it has  Disadvantage on Wisdom Saving Throws. To end this effect, the creature must deny its Melancholy Heart by Performing, hearing a performance, or witnessing another act that brings them joy."
Melf's Acid Arrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Affected entity takes 2d4Acid damage at the end of their turn.
Melt the Earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Lava pools in this creature's footsteps.
Melting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Takes 10d6Fire damage per turn.
Menaced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The next attack against this creature will be a Critical Hit.
Mental Fatigue,,,,"WIS, CHA, INT",-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Affected entity has a -1 penalty to Wisdom, Intelligence and Charisma saving throws for every turn remaining. When it fails a Wisdom, Intelligence, or Charisma saving throw while having 5 or more turns of this condition remaining, the entity takes 1d4Psychic damage and is no longer mentally fatigued. Mental Fatigue has a maximum  Duration: 7 turns."
Mental Instruction,,,,,,,,,,,,,,,,,,,,,,2d6,Psychic,,,,,,,,,,,,,,,,20,FALSE,TRUE,Received instruction from Sa'varsh Kethk. Affected entity has 20 temporary hit points and deals an additional 2d6Psychic damage until it loses its temporary hit points.
Miasmic Mists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Possibly  Blind targets within  4 m / 13 ft and deal 3~18Necrotic at the start of Cazador's turns.
Miasmic Mists Aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"At the start of Cazador's turns, this creature may become  Blinded and take 3~18Necrotic while within  4 m / 13 ft of the vampire."
Mind Flayer Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Affected entity has embraced ceremorphosis and become a mind flayer.
Mind Mastery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Forced to make a weapon attack against one of its allies by a duergar mind master. Ends after the attack, or when hit."
Mind Sanctuary: Depleted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,You cannot benefit more from Mind Sanctuary this turn.
Mind-Claws Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Inquisitor W'wargaz can use a Legendary Action to summon a  Mind-Claw of Tu'narath twice in a round of combat after he or his allies are struck.
Mindbroken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Affected entity is  Slowed by the Netherbrain's psyche-shattering might.
Mindreader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ranged, Ranged Spell, Ranged Unarmed",DIS,,,,FALSE,TRUE,Ranged attacks have  Disadvantage against this creature.
Mindsteal Link (Source),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Leeching the psychic energy of those around him. Deals an additional 1d4Psychic per creature he's connected to.
Mindsteal Link (Target),,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,Psychic,,,,,,,,,,,FALSE,TRUE,Being drained by Ch'r'ai W'wargaz. Vulnerable to Psychic damage. Condition ends when the affected entity damages Ch'r'ai W'wargaz.
Mindstruck,,,,DEX,,DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Has  Disadvantage on Wisdom  Saving throws.
Mirror Image,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"The mirror image distracts attackers, increasing the spellcaster's  Armour Class by 3 per duplicate image. When the caster successfully evades an attack, one of the images disappears."
Mirrored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Defeat your Reflection to complete Shar's trial. Attacking another player's Reflection will incur Shar's Wrath!
Mirth-Wracked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,FALSE,TRUE,"Stunned by a wild joke. Can't move or take Actions, Bonus Actions, or Reactions until damaged."
Missing Pets,,,,,,,,,,,,,,,DIS,,,,,DIS,,,,,,,DIS,,,,TRUE,,,,,,,,,FALSE,TRUE,Cannot move. Affected entities have  Disadvantage on Ability Checks and Attack rolls.
Mist Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Transformed into a cloud of mist, now immune to all non-magical damage. This status is removed by sunlight."
Mobile Flourish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Can teleport to the target hit with  Mobile Flourish.
Mobile Flourish Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Targeted by a bard's fluid attack. The bard can teleport next to the creature.
Moderately Inebriated,,,,,,,,,,,,,"Acrobatics, Sleight of Hand, Stealth, Persuasion, Performance, Intimidation, Deception",,DIS,,,,,,,,,,"CHA, DEX",,DIS,,,,,,,,,,,,,FALSE,TRUE,"Each sip of his special brew makes Thisobald more intoxicated. He has  Disadvantage on Charisma and Dexterity Checks, and has started hallucinating imps."
Momentum,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Spurred on by a sense of urgency. Movement Speed increased by  1.5 m / 5 ft per remaining duration of this effect. Removed when  Restrained, Incapacitated, Prone, or slowed down. Momentum has a maximum  Duration: 5 turns."
Moonbeam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Creature is engulfed by ghostly flames that dead 2~20Radiant damage per turn. On a successful save, the creature still takes half damage."
Moonbeam (Aura),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Ghostly flames engulf any creature that enters this silvery light or starts its turn inside the light. They deal 2d10Radiant. On a successful save, targets still take half damage."
Moonfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The blessing of Dame Aylin's divine mother deals 2d10Radiant to foes that come within  3 m / 10 ft of her or start their turn there.
Moonlight Butterflies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADV,,,,FALSE,TRUE,"Surrounded in moon-pale butterflies, creatures have  Advantage on attacks against the affected entity. When the illusion is fled from or disappears, the entity takes 1d6Psychic."
Moonmother's Embrace,,,,,,,,"Cold, Lightning, Fire","STR, CHA",4,,100,,,,,,,,ADV,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"The Lady of Silver grants her daughter 100hit points;  Advantage on Attack rolls, +4 to her Strength and Charisma ability scores, and Resistance to Cold, Lightning, and Fire damage."
Moonshield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Protected by the light of a Moonlantern or Shadow Lantern. The  Shadow Curse does not affect this entity.
Morninglord's Bulwark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Lathander's warding light protects this door from any harm dealing less than 50 damage.
Morninglord's Radiance,,,,,,,,,,,,,,,,,,,,,,1d4,Radiant,,,,,,,,,,,,,,,,,FALSE,TRUE,Your weapon attacks deal an additional 1d4Radiant damage.  Duration: Until Long rest
Mortally Wounded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Can't be resurrected.
Mother's Loathing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Gains Bite until next Long Rest.
Mud-Drenched,,-2,,DEX,-2,,,,,,,,,,,x0.5,,,,,,,,,,,,,,,,,TRUE,,,,,,,FALSE,TRUE,Movement Speed is halved Dexterity  Saving throws are reduced by 2 Cannot take Reactions Cannot make  Extra Attacks or  Improved Extra Attacks
Muddy,,,,DEX,,DIS,,Fire,,,,,,,,x0.5,,,,DIS,,,,,,,,,,,,,,,,ADV,,,,FALSE,TRUE,"Affect entity is covered in hardened mud and its Movement Speed is halved. Attack Rolls against it have  Advantage, while the entity's Attack Rolls and Dexterity Saving Throws have  Disadvantage. Removes Burning and the entity becomes Resistant to Fire damage."
Multiattack Defence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Affected entity has a -4 penalty to Attack rolls against the ranger it just attacked.
Mummy Rot,,,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Your maximum hit points are reduced by 8. You cannot be healed.
Murderous Dagger Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Takes 6d4Piercing per turn.
Murderous Strikes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"After performing four attacks, Sarevok will have embodied Bhaal enough to use  Deathbringer Assault. After performing five attacks, Orin will have embodied Bhaal enough to use  Deathbringer Assault (Orin)"
Myrkul's Call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Hearing Myrkul's call, this creature will sacrifice itself to the Bone Lord."
Myrkul's Gift,,,,,,,,"Cold, Necrotic",,,,,,,,,,,,,,1d4,Necrotic,,,,,,,,,,,,,,,,10,FALSE,TRUE,"Gained  10 temporary hit points. Until it loses these temporary hit points, this creature deals an additional 1d4Necrotic with weapon attacks and has Resistance to Cold and Necrotic damage."
Myrkul's Presence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The apostle exudes the god of death's unholy will and  Bone Chills all nearby creatures.
Mysterious Sharran Wound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Your old wound is wracking your body with an intense, mysterious pain."
Mystic Carrion's Blinding Curse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Affected entity has been cursed by Mystic Carrion. It is  Poisoned and  Blinded. It must succeed a Constitution  Saving throw at the end of its turn or become afflicted with  Mystic Carrion's Restraining Curse and receive 4d10Necrotic damage.
Mystic Carrion's Poisoned Curse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Affected entity has been cursed by Mystic Carrion. It is  Poisoned. It must succeed a Constitution  Saving throw at the end of its turn or become afflicted by  Mystic Carrion's Blinding Curse and receive 2d10Necrotic damage.
Mystic Carrion's Restraining Curse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Affected entity has been cursed by Mystic Carrion. It is  Poisoned,  Blinded,  Restrained, and receives Necrotic damage. Receives 6d10Necrotic damage on a failed Spell save DC  Constitution saving throw each turn."
Mystra's Benevolence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Gale has Advantage on Concentration checks.
Mystra's Blessing,,,,,,,"Fire, Acid, Cold, Force, Thunder",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Gale is Immune to Fire, Acid, Cold, Force, and Thunder damage unless the damage dealt exceeds 10 points."
Mystra's Blessing (Staff of Arcane Blessing),,,,,,,,,,,,,,,,,,"Melee Spell, Ranged Spell",1d4,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,+1d4 to Attack rolls made with spells
Narcoleptic Toxins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Will explode upon death, releasing toxins that put nearby creatures to  Sleep."
Nature's Step,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Nearby allies have Resistance against Poison damage and can move freely in the nearby area.
Nature's Wrath,,,,DEX,,DIS,,,,,,,,,,,,,,DIS,,,,,,,,,,,TRUE,,,,,ADV,,,,FALSE,TRUE,Cannot move. Attack Rolls against the affected creature have  Advantage. The creature's Attack Rolls and Dexterity Saving Throws have  Disadvantage.
Nauseated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Psychic, Acid",,,,,,,,,,,FALSE,TRUE,Vulnerable to Psychic and Acid damage until next Long Rest.
Nauseous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,FALSE,TRUE,Can't take Actions
Necromantic Restraints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,FALSE,TRUE,Affected entity can't move.
Necrosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Gale exudes Necrotic energy. Creature takes 1~4Necrotic damage every turn.
Necrotic Absorption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The cage is draining this creature. Deals 10d4Necrotic damage per turn this condition is active.
Necrotic Aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Gale exudes Necrotic energy. Nearby creatures take 1d4Necrotic every turn.
Necrotic Resistance,,,,,,,,Necrotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Resistant to Necrotic damage.
Necrotic Veil,,,,,,,,"Necrotic, Bludgeoning, Piercing, Slashing, Acid, Cold, Fire, Force, Lightning, Poison, Psychic, Thunder",,,,,,,,,,,,,,,,,,,,,,Turned,,,,,,,,,20,FALSE,TRUE,"A deathly miasma grants the affected entity 20 Temporary Hit Points. While the affected entity has temporary hit points, it is Resistant to all damage except Radiant and cannot be  Turned."
Newborn,,-5,,,,,,,,,,-10,,,,,,,,DIS,,,,,,,,,,,,,TRUE,,,,,,,FALSE,TRUE,Disadvantage on Attack Rolls. hit points lowered by 10. Cannot take  Reactions. Armour Class lowered by 5.
Newborn Zombie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Zombies born from the Crawling Gnaw cannot last. They take 1Necrotic each turn and only follow the zombie that infected them.
Nightbringer's Beloved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Shar's ardent favour lets her chosen disciple regain 7d8hit points every time they use their Channel Divinity Charges.
Nightsinger's Favour,,,,,,,,Necrotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Affected entity is Resistant to Necrotic damage until your next Long Rest.
Non-Lethal Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Non-lethal damage does not kill creatures if it reduces their hit points to 0, it just leaves them unconscious."
Noxious Fumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Hostile creatures in a radius of  3 m / 10 ft take 1d4Acid damage.
Noxious Fumes (Bibberbang),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Affected entity takes 1d4Poison each turn. It must succeed a DC 15  Constitution saving throw or take an additional 2d4Poison, taking half damage in a success."
Numb,,,,,,,"Thunder, Bludgeoning, Piercing, Slashing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Your puny attacks can't break through the numbness Thisobald feels. He is Immune to Slashing, Piercing, Bludgeoning and Thunder damage."
Numbed,,,,,,,,,,,,,,,,x0.5,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Movement Speed halved. The spellcaster has  Advantage on Attack Rolls against the affected entity. Removed by Help, or when hit by the spellcaster."
Oath Broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,You have broken your sacred Oath and betrayed your beliefs. You can no longer use Channel Oath Charges. You should go to camp and contemplate what happened and what comes next.
Off Balance,,,,,,,,,,,,,"Athletics, Acrobatics, Sleight of Hand, Stealth",,DIS,,,,,,,,,,"STR, DEX",,DIS,,,,,,,,,ADV,,,,FALSE,TRUE,"The affected entity has  Disadvantage on Strength and Dexterity  Ability checks, and Attack rolls against the entity have  Advantage. Removed by taking damage or when  Helped."
Off Balance (Gargantuan Cleave),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"When hit, must succeed a DC 8  Strength saving throw or fall  Prone."
Oil of Accuracy,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Has a +2 bonus to Attack rolls with the oiled weapon
Oil of Combustion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"If the affected entity takes Fire damage, it deals 3d6Fire in  AoE: 3 m / 10 ft (Radius) area."
Oily Sup,,,,,,,,,,,,,,,DIS,,,,,DIS,,,,,,,DIS,,,,,,,,,,,,,FALSE,TRUE,Suffers  Disadvantage on Attack rolls and Ability Checks.
Omen of Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"If the affected entity is dealt 1Acid damage, the owner of the hound will regain 1  Sorcery Point."
Omen of Cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"If the affected entity is dealt 1Cold damage, the owner of the hound will regain 1  Sorcery Point."
Omen of Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"If the affected entity is dealt 1Fire damage, the owner of the hound will regain 1  Sorcery Point."
Omen of Lightning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"If the affected entity is dealt 1Lightning damage, the owner of the hound will regain 1  Sorcery Point."
Omen of Poison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"If the affected entity is dealt 1Poison damage, the owner of the hound will regain 1  Sorcery Point."
Omen of Thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"If the affected entity is dealt 1Thunder damage, the owner of the hound will regain 1  Sorcery Point."
One with the Shadows,,,,,,,,,,,,,,,,,,,,ADV,,,,,,,,,,,,,,,,DIS,,,,FALSE,TRUE,"Affected entity is invisible. It has  Advantage on Attack Rolls and imposes  Disadvantage on enemy Attack Rolls. Invisibility ends early if the invisible entity moves, attacks, casts another spell, takes an action, or takes damage."
Onus of Battle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Affected entity can immediately use a  Reaction to make a weapon attack.
Open Hand Technique: Staggered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,FALSE,TRUE,Took a powerful blow. Can't take  Reactions.
Open Warrens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Kobolds cannot emerge from this tunnel while it is obstructed.
Open Wound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Creature has recently cut itself. Will lead into the  Rotting condition if a DC 15  Constitution saving throw fails. Removed by healing.
