 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"L
V
L",,"L
V
L",,,,,,,,,,HEALING,DAMAGE,,,,,ADDITIONAL,SAVE,,,,,,,,,,,,,,,,:)
"
",5,FALSE,5,CONJURE ELEMENTAL,Conjure Elemental,CONJURE ELEMENTAL,,CONJ,,,,,"SEE MINIONS 
AND NPCS","FIRE
LIGHTNING
COLD",18m,,,,SUMMON,FALSE,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
"
",5,FALSE,5,"CONTAGION:
 FILTH FIVER",Contagion,"CONTAGION:
 FILTH FIVER",,NECR,,,,,,POISON,1.5m,,"POISONED
DISEASE
FILTH FEVER",LR,,FALSE,CON,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",5,FALSE,5,"CONTAGION:
BILDING SICKNESS",Contagion,"CONTAGION:
BILDING SICKNESS",,NECR,,,,,,POISON,1.5m,,"POISONED
DISEASE
BLINDING SICKNESS",LR,,FALSE,CON,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",5,FALSE,5,"CONTAGION:
FLESH ROT",Contagion,"CONTAGION:
FLESH ROT",,NECR,,,,,,POISON,1.5m,,"POISONED
DISEASE
FLESH ROT",LR,,FALSE,CON,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",5,FALSE,5,"CONTAGION:
MINDFIRE",Contagion,"CONTAGION:
MINDFIRE",,NECR,,,,,,POISON,1.5m,,"POISONED
DISEASE
MINDFIRE",LR,,FALSE,CON,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",5,FALSE,5,"CONTAGION:
SEIZURE",Contagion,"CONTAGION:
SEIZURE",,NECR,,,,,,POISON,1.5m,,"POISONED
DISEASE
SEIZURE",LR,,FALSE,CON,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",5,FALSE,5,"CONTAGION:
SLIMY DOOM",Contagion,"CONTAGION:
SLIMY DOOM",,NECR,,,,,,POISON,1.5m,,"POISONED
DISEASE 
SLIMY DOOM",LR,,FALSE,CON,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",5,FALSE,5,DESTRUCTIVE WAVE,Destructive Wave,DESTRUCTIVE WAVE,,EVOC,,,,,"1D6*level
1D6*level","RADIANT
THUNDER",Self,9m,PRONE,1,,FALSE,CON,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",5,FALSE,5,DISPEL EVIL AND GOOD,Dispel Evil and Good,DISPEL EVIL AND GOOD,,ABJU,,,,,,,Self,,"DISPEL EVIL
AND GOOD",10,,FALSE,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",5,FALSE,5,DOMINATE PERSON,Dominate Person,DOMINATE PERSON,,ENCH,,,,,,,18m,,DOMINATED,10,CONTROL,FALSE,WIS,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
"
",5,FALSE,5,FLAME STRIKE,Flame Strike,FLAME STRIKE,,EVOC,,,,,"1D6*level
1D6*level","FIRE
RADIANT",18m,3m,,,,TRUE,DEX,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
"
",5,FALSE,5,GREATER RESTORATION,Greater Restoration,GREATER RESTORATION,,ABJU,,,,,,,1.5m,,"CHARM
PETRIFY
STUNNED
CURSED",,CLEANSE,FALSE,,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",5,FALSE,5,HOLD MONSTER,Hold Monster,HOLD MONSTER,,ENCH,,,,,,,18m,,"PARALYSED
INCAPACITED",,CONTROL,FALSE,WIS,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,
"
",5,FALSE,5,INSECT PLAGUE,Insect Plague,INSECT PLAGUE,,CONJ,,,,,"1D10*(level-1) 
PER TURN",PIERCING,18m,,DIFFICULT TERRAIN,10,,FALSE,CON,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
"
",5,FALSE,5,MASS CURE WOUNDS,Mass Cure Wounds,MASS CURE WOUNDS,,EVOC,,,,,3D8*(level-2),,18m,,,,HEALING,FALSE,,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",5,FALSE,5,PLANAR BINDING,Planar Binding,PLANAR BINDING,,ABJU,,,,,,,18m,,"PLANAR BINDING
CHARMED",10,CONTROL,FALSE,WIS,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
"
",5,FALSE,5,SEEMING,Seeming,SEEMING,,ILLU,,,,,,,18m,,DISGUISE SELF,LR,,FALSE,,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,
"
",5,FALSE,5,TELEKINESIS,Telekinesis,TELEKINESIS,,TRAN,,,,,,,18m,,TELEKENISIS,10,,FALSE,STR,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,
"
",5,FALSE,5,WALL OF STONE,Wall of Stone,WALL OF STONE,,EVOC,,,,,,,18m,,,,,FALSE,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,
"
",6,FALSE,6,ARCANE GATE,Arcane Gate,ARCANE GATE,,CONJ,,,,,,,18m,,,,TELEPORT*,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,
"
",6,FALSE,6,BLADE BARRIER,Blade Barrier,BLADE BARRIER,,EVOC,,,,,6D10,SLASHING,18m,,DIFFICULT TERRAIN,1,,FALSE,DEX,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",6,FALSE,6,CHAIN LIGHTNING,Chain Lightning,CHAIN LIGHTNING,,EVOC,,,,,10D8,LIGHTNING,18m,,,,,TRUE,DEX,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,
"
",6,FALSE,6,CIRCLE OF DEATH,Circle of Death,CIRCLE OF DEATH,,NECR,,,,,8D6,NECROTIC,18m,9m,,,,TRUE,CON,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,
"
",6,FALSE,6,CREATE UNDEAD,Create Undead,CREATE UNDEAD,,NECR,,,,,,,3m,,,LR,,FALSE,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
"
",6,FALSE,6,DISINTEGRATE,Disintegrate,DISINTEGRATE,,TRAN,,,,,10D6 + 40,FORCE,9m,,,,,FALSE,CON,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,
"
",6,FALSE,6,EYEBITE,Eyebite,EYEBITE,,NECR,,,,,,,18m,,"FEARFUL
SICKENED
SLEEPING",10,CONTROL,FALSE,WIS,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,
"
",6,FALSE,6,FLESH TO STONE,Flesh to Stone,FLESH TO STONE,,TRAN,,,,,,,18m,,"RESTRAINED
PETRIFIED",,,FALSE,CON,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
"
",6,FALSE,6,GLOBE OF INVULNERABILITY,Globe of Invulnerability,GLOBE OF INVULNERABILITY,,ABJU,,,,,,,18m,3m,"GLOBE OF 
INVULNERABILITY*",3,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,
"
",6,FALSE,6,HARM,Harm,HARM,,NECR,,,,,14D6,NECROTIC,18m,,HARM,,,TRUE,CON,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",6,FALSE,6,HEAL,Heal,HEAL,,EVOC,,,,,70,,18m,,,,HEALING,FALSE,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",6,FALSE,6,HEROES' FEAST,Heroes' Feast,HEROES' FEAST,,CONJ,,,,,,,18m,,"THOROUGHLY 
STUFFED",LR,,FALSE,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",6,FALSE,6,OTILUKE'S FREEZING SPHERE,Otiluke's Freezing Sphere,OTILUKE'S FREEZING SPHERE,,EVOC,,,,,10D6,COLD,1.5m,,,,,FALSE,CON,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
"
",6,FALSE,6,OTTO'S IRRESISTIBLE DANCE,Otto's Irresistible Dance,OTTO'S IRRESISTIBLE DANCE,,ENCH,,,,,,,9m,,"OTTO'S IRRESTISTIBLE 
DANCE",10,CONTROL,FALSE,WIS,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
"
",6,FALSE,6,PLANAR ALLY: CAMBION,Planar Ally: Cambion,PLANAR ALLY: CAMBION,,CONJ,,,,,"SEE MINIONS 
AND NPCS",,18m,,,,SUMMON,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",6,FALSE,6,PLANAR ALLY: DEVA,Planar Ally: Deva,PLANAR ALLY: DEVA,,CONJ,,,,,"SEE MINIONS 
AND NPCS",,18m,,,,SUMMON,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",6,FALSE,6,PLANAR ALLY: DJINNI,Planar Ally: Djinni,PLANAR ALLY: DJINNI,,CONJ,,,,,"SEE MINIONS 
AND NPCS",,18m,,,,SUMMON,FALSE,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",6,FALSE,6,SUNBEAM,Sunbeam,SUNBEAM,,EVOC,,,,,6D8,RADIANT,Self,18m (L),"SUNBEAM*
BILNDED",10,,FALSE,CON,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,
"
",6,FALSE,6,WALL OF ICE,Wall of Ice,WALL OF ICE,,EVOC,,,,,"10D6
10D6 ON DEATH",COLD,18m,,,10,,TRUE,DEX,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
"
",6,FALSE,6,WALL OF THORNS,Wall of Thorns,WALL OF THORNS,,CONJ,,,,,7D8 PER TURN,PIERCING,18m,,"WALL OF THORNS
DIFFICULT TERRAIN
ENTANGLED",LR,CONTROL,TRUE,DEX,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"
",6,FALSE,6,WIND WALK,Wind Walk,WIND WALK,,TRAN,,,,,,,9m,,GASEOUS FORM,LR,,FALSE,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AK229
