Name,Image,Permanent Conditions,Skills,Skill Bonus,Skill Factor,ST Ability,ST Bonus,ST Factor,Ability,Ability Bonus,Ability Max,Skills Proficiency,Armour Proficiency,Weapon Proficiency,Initiative,Reduce Damage Type,Reduce Damage,Darkvision,AC,AC Mod,Extra HP/Level,Actions,Spells,Cantrips,Immunity,Immune to Conditions,Movement,Expertise,Resistance,Temporary HP,Critical Chance,Attack Type,Weapon DMG,Weapon DMG Type,AR Types,AR Bonus,AR Factor,Spell Save DC,Unarmed DMG Bonus,Unarmed DMG Type,Carrying capacity,Illithid Power,Condition,Condition Duration,Condition DC,Condition Ability,ST Spell Bonus,ST Proficiency,Requirements,Jump Distance,Ignore,DONE,Desc 1,Desc 2
Lethal Weapon (Slashing),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Lethal Weapon is a passive feature that bypasses defenses against slashing damage. ,This weapon ignores Resistance to ⁠Slashing damage. 
Liberated Spellcasting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Liberated Spellcasting is a toggleable passive feature that lets you cast a spell without using up a slot, after killing a creature. ","When you kill a creature, you can cast a Level 1 spell without expending a spell slot. "
Lickspittle's Alertness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Momentum,1 Turn,,,,,,,TRUE,FALSE,Lickspittle's Alertness is a passive feature that increases the wearer's speed at the start of combat. ,"At the start of combat, the wearer gains  Momentum equal to their  Charisma Modifier. "
Life Essence Harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Life Essence,Long Rest,,,,,,,TRUE,FALSE,Life Essence Harvest is a passive feature that causes creatures killed by spells to give the wielder Spell Slots. They can only be used for Necromancy Spells. ,"When the wielder kills a hostile creature with a spell, they greedily absorb its energy and gain  Life Essence until their next Long Rest. "
Life of the Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Life of the Party,1 Turn,,,,,,,TRUE,FALSE,Life of the Party is a Way of the Drunken Master monk passive feature that grants bonuses against Drunk targets. ,"Every time  Intoxicating Strike hits, the monk gains  Life of the Party, which increases Armour Class and Attack Rolls against  Drunk targets. "
Life Stealing Critical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Life Stealing Critical is a passive feature that deals extra damage on a critical hit and also gives you temporary hp. ,"On a Critical Hit, the target takes an extra 10⁠NecroticDRS damage as long as it isn't a construct or an undead. You also gain  10 temporary hit points. Can only have temporary hit points from one source. "
Lifecharger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Lifecharger is a passive feature that gives you a bit of extra durability. ,"When the wearer gains  Lightning Charges, they also gain 3 Temporary Hit Points. The temporary hit points disappear if the wearer runs out of Lightning Charges. Can only have temporary hit points from one source. "
Lifedrinker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melee,CHA,Necrotic,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Lifedrinker is an Eldritch Invocation passive feature from the Warlock class. It grants the user's melee attacks additional ⁠Necrotic damage equal to their Charisma modifier. ,Attacks made with your melee weapon deal additional necrotic damage equal to your Charisma modifier. 
Light Sensitivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Light Sensitivity is a passive feature that causes penalties while in bright light. ,"While in bright light, this creature has  Disadvantage on Attack Rolls and Perception Checks that rely on sight. "
Lightly Armoured,,,,,,,,,,,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,"Lightly Armoured is a passive feature provided by the Feat of the same name. You gain Light Armour Proficiency if you didn't have it already, and +1 to Strength or Dexterity. ","You gain Armour Proficiency with Light Armour and your Strength or Dexterity increases by 1, to a maximum of 20. "
Living Shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Living Shadow is a passive feature which gives a creature damage resistance while obscured. ,"While Lightly or Heavily Obscured, this character has Resistance to all damage except ⁠Force,  ⁠Psychic or ⁠Radiant. "
Loving Protection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Loving Protection is a passive feature that heals you a bit when your hit points get low. ,"Once per Short Rest, if you are below 50% Hit Points and take damage, you gain  8 temporary hit points. Can only have temporary hit points from one source. "
Luck of the Far Realms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Luck of the Far Realms is a passive feature/reaction and Illithid Power. This feature allows a character to change a successful Attack Roll into a Critical Hit once per long rest. ,"Once per Long Rest, you can change a successful Attack Roll against a foe into a Critical Hit. "
Lucky,,,,,,,,,,,,,,,,,,,,,,"Lucky: Reroll with Advantage, Lucky: Reroll Attacker's Die",,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,"Lucky is a passive feature provided by the Feat of the same name. It grants the user 3 Luck Points, which can be can be used to manipulate either their rolls, or an enemy's rolls. ","You gain 3  Luck Points, which you can use to gain  Advantage on Attack rolls,  Ability checks, or  Saving throws, or to make an enemy reroll their Attack rolls. "
Lunar Bestial Fortitude,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Lunar Bestial Fortitude is a passive feature granted by  Armour of Moonbasking. ,You have a +2 bonus to  Armour Class. You also have  Advantage on  Saving throws against spells. This effect persists while using your druidic  Wild Shape ability. 
Lunar Bestial Vitality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Lunar Bestial Vitality is a passive feature that boosts a druid's wildshape. ,You gain  22 temporary hit points after casting  Wild Shape. While those temporary hit points are active reduce all incoming damage by 1. Can only have temporary hit points from one source. 
Mage Breaker,,,,,,,,,,,,Arcana,,,,,,,,,,,,True Strike,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Mage Breaker is a Ranger passive effect of Favoured Enemy. You gain proficiency in Arcana and gain the  True Strike cantrip. ,You have a history of battling spellcasters. You gain Proficiency in Arcana and can cast  True Strike. 
Mage Hand Legerdemain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Mage Hand Legerdemain is an Arcane Trickster Rogue passive feature. This ability enhances your  Mage Hand, allowing it to remain permanently and granting it invisibility. ","When you cast Mage Hand, the spectral hand is invisible and permanent. "
Mage Slayer: Attack Caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Mage Slayer: Attack Caster is a passive feature provided by the Mage Slayer Feat. When a creature casts a spell near you, you can attack the caster as a Reaction. ","When a creature casts a spell within melee range of you, you can use a  Reaction to immediately make an attack against the caster. "
Mage Slayer: Break Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Mage Slayer: Break Concentration is a Passive Feature provided by the Mage Slayer Feat. When you attack a creature, they have Disadvantage on any Concentration Saving Throws they make that turn. ",Enemies you hit have  Disadvantage on Concentration Saving Throws.
Mage Slayer: Saving Throw Advantage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Mage Slayer: Saving Throw Advantage is a passive feature provided by the Mage Slayer Feat. When a creature casts a spell near you, you have  Advantage on any Saving Throws against it. ","When a creature casts a spell within melee range of you, you have  Advantage on any Saving Throws against it. "
Magic Arrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Magic Arrow is an Arcane Archer fighter passive feature that makes their arrows considered magical. ,All of your ranged attacks are considered magical to overcome Resistance. 
Magic Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melee,3d4,Bludgeoning,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Magic Club is a passive feature applied to Twisting Branches clubs carried by Wood Woads. It causes the clubs to become magical weapons and deal extra damage. ,"In the Wood Woad's hand, a common club becomes magical and deals 3d4⁠Bludgeoning damage extra. "
Magic Initiate: Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Magic Initiate: Bard is a passive feature provided by the Feat of the same name. It grants you spells and cantrips from that particular class. ,You have learnt 2 cantrips and a Level 1 spell from the Bard spell list. You can cast the Level 1 spell once per Long Rest. Your Spellcasting Modifier for all 3 spells is  Charisma. 
Magic Initiate: Cleric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Magic Initiate: Cleric is a Passive Feature provided by the Feat of the same name. It grants you spells and cantrips from that particular class. ,You have learnt 2 cantrips and a Level 1 spell from the Cleric spell list. You can cast the Level 1 spell once per Long Rest. Your Spellcasting Modifier for all 3 spells is  Wisdom. 
Magic Initiate: Druid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Magic Initiate: Druid is a passive feature provided by the Feat of the same name. It grants you spells and cantrips from that particular class. ,You have learnt 2 cantrips and a Level 1 spell from the Druid spell list. You can cast the Level 1 spell once per Long Rest. Your Spellcasting Modifier for all 3 spells is  Wisdom. 
Magic Initiate: Sorcerer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Magic Initiate: Sorcerer is a passive feature provided by the Feat of the same name. It grants you spells and cantrips from that particular class. ,You have learnt 2 cantrips and a Level 1 spell from the Sorcerer spell list. You can cast the Level 1 spell once per Long Rest. Your Spellcasting Modifier for all 3 spells is  Charisma. 
Magic Initiate: Warlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Magic Initiate: Warlock is a passive feature provided by the Feat of the same name. It grants you spells and cantrips from that particular class. ,You have learnt 2 cantrips and a Level 1 spell from the Warlock spell list. These spells cannot be upcast. You can cast the Level 1 spell once per Long Rest. Your Spellcasting Modifier for all 3 spells is  Charisma. 
Magic Initiate: Wizard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Magic Initiate: Wizard is a passive feature provided by the Feat of the same name. It grants you spells and cantrips from that particular class. ,You have learnt 2 cantrips and a Level 1 spell from the Wizard spell list. You can cast the Level 1 spell once per Long Rest. Your Spellcasting Modifier for all 3 spells is  Intelligence. 
Magic Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Magic Resistance is a passive feature that grants a creature advantage on saving throws against magical effects. ,Has  Advantage on Saving Throws against Spells and other magical effects. 
Magical Ambush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Magical Ambush is a togglable passive gained by Arcane Tricksters at Level 9. Magical Ambush allows the Rogue to circumvent their target's defenses when casting spells while hidden. ,"While you are  Hiding, your targets have  Disadvantage on  Saving throws against your Spells. "
Magical Durability (+1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,FALSE,TRUE,Magical Durability is a passive feature that increases the user's defenses against spells. ,The wielder has a +1 bonus to  Saving throws against spells. 
Magical Durability (Sword of the Emperor),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,FALSE,TRUE,Magical Durability is a passive feature that increases the user's defenses against spells. ,The wielder has a +2 bonus to  Saving throws against spells. 
Magical Durability (Flawed Helldusk Helmet),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,FALSE,TRUE,Magical Durability is a passive feature that increases the user's defenses against spells. ,The wielder has a +2 bonus to  Saving throws against spells. 
Magical Durability (Helldusk Helmet),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,FALSE,TRUE,Magical Durability is a passive feature that increases the user's defenses against spells. ,The wielder has a +2 bonus to  Saving throws against spells. 
Magical Plate (-1),,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Magical Plate is a passive feature that reduces incoming damage by 1. ,All incoming damage is reduced by 1 
Magical Plate (-2),,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Magical Plate is a passive feature that reduces incoming damage by 2. ,All incoming damage is reduced by 2. 
Malefic Excretion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Acid,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Malefic Excretion is a passive feature that adds acid damage to the wearer's weapon attacks. ,Your weapon attacks also deal 2⁠Acid damage. 
Malefic Funghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1,,,,FALSE,,,,,,,,,FALSE,TRUE,Malefic Funghi is a passive feature that boosts a druid's spells and damage. ,"The wearer gains a +1 bonus to Spell Save DC and when dealing ⁠Necrotic damage, they deal an additional 1⁠Necrotic Damage. "
Man's Best Friend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Man's Best Friend is a passive feature which boosts the offence and defence of a hunting dog, according to the proficiency bonus of their master. ",This hunting dog's Armour Class and damage increase by an amount equal to the Proficiency Bonus of its houndmaster. 
Manifestation of Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Manifestation of Body is a togglable passive feature unique to Way of the Open Hand Monks at Level 6, that adds extra ⁠Necrotic damage based on your Wisdom Modifier to unarmed attacks. ",Your hands sap the ki from your enemies' bodies. Your unarmed attacks deal an additional 1d4 + Wisdom Modifier⁠Necrotic damage. Can't be used at the same time as  Manifestation of Mind or  Manifestation of Soul. 
Manifestation of Mind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Manifestation of Mind is a togglable passive feature unique to Way of the Open Hand Monks at Level 6, that adds extra ⁠Psychic damage based on your Wisdom Modifier to unarmed attacks. ",Your hands sap the ki from your enemies' bodies. Your unarmed attacks deal an additional 1d4 + Wisdom Modifier⁠Psychic damage. Can't be used at the same time as  Manifestation of Body or  Manifestation of Soul. 
Manifestation of Soul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Manifestation of Soul is a togglable passive feature unique to Way of the Open Hand Monks at Level 6, that adds extra ⁠Radiant damage based on your Wisdom Modifier to unarmed attacks. ",Your hands sap the ki from your enemies' bodies. Your unarmed attacks deal an additional 1d4 + Wisdom Modifier⁠Radiant damage. Can't be used at the same time as  Manifestation of Body or  Manifestation of Mind. 
Marksmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ranged,+1,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Marksmanship is a passive feature that increases the hit chance of ranged attacks. ,You gain a +1 bonus to Ranged Attack rolls and Thrown Attack Rolls. 
Martial Adept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Martial Adept is a passive feature provided by the Feat of the same name. You learn two manoeuvres and gain a Superiority Die to use them. ,Learn two manoeuvres from the Battle Master Fighter subclass and receive 1 (additional)  Superiority Die to fuel them. You regain expended Superiority Dice after a Short or Long Rest. 
Martial Advantage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Martial Advantage is a passive feature available to Hobgoblins. ,"Once per turn, the Hobgoblin can deal an extra 2d6⁠Physical damage to a creature it hits with a weapon attack. The hobgoblin must have an ally who is within 2 m / 7 ft of the target and isn't  Incapacitated. "
Martial Arts: Bonus Unarmed Strike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Martial Arts: Bonus Unarmed Strike is a Monk passive feature that grants a single follow-up  Unarmed Strike (Monk) using a  Bonus Action. The initial attack must be unarmed or use a Monk Weapon. ,"After making an attack with a Monk weapon or while unarmed, you can make another unarmed attack as a bonus action. "
Martial Arts: Deft Strikes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ki Strike,Bludgeoning,,FALSE,,,,,,,,,FALSE,TRUE,Martial Arts: Deft Strikes is a Monk passive feature that raises the minimum damage dealt with Monk Weapons and unarmed attacks to 1d4⁠Bludgeoning. ,"Attacks with Monk Weapons and unarmed attacks deal 1d4⁠Bludgeoning damage, unless their normal damage is higher. At Monk Level 3, the damage increases to 1d6⁠ Bludgeoning. At Monk Level 9, the damage increases to 1d8⁠ Bludgeoning."
Martial Arts: Dextrous Attacks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STR or DEX,Bludgeoning,,FALSE,,,,,,,,,FALSE,TRUE,"Martial Arts: Dextrous Attacks is a Monk passive which makes attacks with Monk Weapons and unarmed attacks scale with Dexterity instead of Strength, if the user's  Dexterity is higher. ",Attacks with Monk weapons and unarmed attacks scale with your Dexterity instead of your Strength if your Dexterity is higher. 
Martial Bravery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Martial Bravery is a passive feature that grants the wearer increased damage when surrounded by 2 or more enemies. ,Your weapon and unarmed attacks deal an additional 2 damage while surrounded by 2 or more foes. 
Martial Prodigy,,,,,,,,,,,,,"Light, Medium","Shortswords, Longswords, Greatswords",,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,"Martial Prodigy is a passive feature that grants Githyanki Proficiency with the Light Armour, Medium Armour, Shortswords, Longswords, and Greatswords. ","A lifetime of relentless training gave you Armour proficiency with  Light armour and  Medium armour, as well as Proficiency with  Shortswords,  Longswords, and  Greatswords. "
Mask of Many Faces,,,,,,,,,,,,,,,,,,,,,,,Disguise Self,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Mask of Many Faces is an Eldritch Invocation from the Warlock class. It allows the wearer to repeatedly disguise themselves at will. ,"You can cast  Disguise Self on yourself at will, without expending a Spell Slot. "
Medium Armour Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Medium Armour Master is a passive feature provided by the Feat of the same name. Your mastery over Medium Armour increases, granting you increased  Armour Class and the ability to Stealth without  Disadvantage from the Medium Armour. ","When you wear medium armour, it doesn't impose  Disadvantage on Stealth checks. The bonus to  Armour Class you can gain from your Dexterity modifier also becomes +3 instead of +2. You must have Proficiency in Medium Armour to take this feat "
Melee Caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Melee Caster is a passive feature that allows a magic user to use its casting ability to attack targets more accurately. ,"Instead of its Dexterity Modifier, the affected entity add its Spellcasting Ability Modifier to Attack rolls. "
Mental Inhibition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Mental Fatigue,2 Turns,,,,,,,TRUE,FALSE,Mental Inhibition is a passive feature that tires out the wearer's target's mind. ,"When a foe fails a  Saving throw against one of your spells or actions, they gain  Mental Fatigue for 2 turns. "
Mental Interference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Mental Fatigue,2 Turns,,,,,,,TRUE,FALSE,Mental Interference is a passive feature that tires out the user's targets when dealing psychic damage to them. ,"When you deal ⁠Psychic damage, you also inflict  Mental Fatigue for 2 turns. "
Merry Revelry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Merry Revelry is a passive feature available to Ethel's Redcap servants, that reduces the effect of their  Bloodlust when attacking characters with  Alcohol in their blood. ","This Redcap's Bloodlust is subdued when there are traces of alcohol in a target's blood, which means they will primarily target creatures who are sober. "
Metamagic: Careful Spell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Metamagic: Careful Spell is a toggleable passive feature used by Sorcerers. This Metamagic ability allows Sorcerers to prevent harmful Spell effects affecting their allies. ,Allies automatically succeed Saving Throws against spells that required them. 
Metamagic: Distant Spell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Metamagic: Distant Spell is a toggleable passive feature used by Sorcerers. This Metamagic ability allows Sorcerers to increase the range of their Spells. ,Increases the range of the spell by 50%. Melee spells are increased to  Range: 9 m / 30 ft. 
Metamagic: Extended Spell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Metamagic: Extended Spell  is a toggleable passive feature used by Sorcerers. This Metamagic ability allows Sorcerers to extend the duration of magical effects caused by their Spells. ,"Double the duration of conditions, summons, and surfaces caused by spells. "
Metamagic: Heightened Spell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Metamagic: Heightened Spell is a toggleable passive feature used by Sorcerers. This Metamagic ability allows Sorcerers to empower the magical effects of their Spells, making it harder for targeted creatures to resist the spell. ",Targets of spells that require Saving Throws have  Disadvantage on their first Saving Throw. 
Metamagic: Quickened Spell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Metamagic: Quickened Spell is a toggleable passive feature used by Sorcerers. This Metamagic ability allows Sorcerers to cast multiple Spells in a turn. ,Spells that take an  Action take a  Bonus Action instead. 
Metamagic: Subtle Spell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Metamagic: Subtle Spell is a toggleable passive feature used by Sorcerers. This Metamagic ability allows Sorcerers to cast Spells without chanting or hand movements and allows them to ignore the  Silenced condition. However, spells cast with Subtle Spell can still be countered by enemy casters using Counterspell. ",You can cast spells while  Silenced. 
Metamagic: Twinned Spell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Metamagic: Twinned Spell is a toggleable passive feature used by Sorcerers. This ability allows Sorcerers to target two creatures with certain Spells. ,"Spells that only target 1 creature can target an additional creature. Costs 1  Sorcery Point per Spell Slot level used. Cantrips also cost 1  Sorcery Point. For spells that don't shoot a projectile, the targets need to be close enough together. "
Mighty Swarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Mighty Swarm is a Swarmkeeper ranger passive feature that increases the power of their swarm. ,"Your swarm has grown stronger. The swarm's regular attack now deals 1d8 damage, its special attack has one additional feature, and teleporting with your swarm now also increases your  Armour Class for the rest of the round. "
Mindless Rage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Mindless Rage is a Berserker Barbarian passive feature. While raging, these barbarians cannot be Charmed or Frightened. ","Your rage becomes all-consuming, repelling outside influence. While  Frenzied, you can't be  Charmed or  Frightened, and  Calm Emotions no longer ends your rage. "
Mindreader,,Mindreader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Mindreader is a passive feature that gives Ranged Attacks against the creature  Disadvantage. ,Ranged attacks have  Disadvantage against this creature. 
Minions of Chaos,,,,,,,,,,,,,,,,,,,,,,,Conjure Elemental,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Minions of Chaos is an Eldritch Invocation from the Warlock class. You learn how to cast Conjure Elemental. ,You can cast  Conjure Elemental with a Warlock spell slot. 
Mire the Mind,,,,,,,,,,,,,,,,,,,,,,,Slow,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Mire the Mind is an Eldritch Invocation from the Warlock class. You learn how to cast Slow on enemies. ,You can cast  Slow with a Warlock spell slot. 
Misty Presence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Misty Presence is a passive feature that protects the user by turning invisible. ,After taking damage this character may turn  Invisible. 
Mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,"Mobile is a passive feature given by the feat of the same name, which grants an additional 3m of Movement Speed. ",Your movement speed increases by 3m. 
Mobile: Evade Difficult Terrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Mobile: Evade Difficult Terrain is a passive feature that allows a character to ignore Difficult Terrain after Dashing. ,"When you Dash,  Difficult Terrain doesn't slow you down. "
Mobile: Evade Opportunity Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Sluggardly,1 Turn,,,,,,,TRUE,FALSE,"Mobile: Evade Opportunity Attack is a passive feature that lets a creature move away from a target without provoking Opportunity Attacks, after they have made a melee attack. ","If you move after making a melee attack, you don't provoke Opportunity Attacks from your target. The effect still works if your attack misses. "
Moderately Armoured,,,,,,,,,,,,,"Medium, Shields",,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Moderately Armoured is a passive feature provided by the Feat of the same name. You gain Proficiency with Medium Armour and your Strength or Dexterity increases by 1. ,"You gain Proficiency with Medium Armour and Shields, and your  Strength or  Dexterity increases by 1, to a maximum of 20. You must have Light Armour Proficiency before you can take this feat. "
Monsterslayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Monsterslayer is a passive feature that increases attack rolls and your weapon's damage against monsters. ,This weapon deals an additional   1d4 damage against Monstrosity type foes. 
Moonlight Glaive: Glowing,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Moonlight Glaive: Glowing is a toggleable passive feature that causes this object to glow. ,This object shines with a glowing light in a radius of  6 m / 20 ft. Toggle this to douse and rekindle the light. 
Morphic Ambush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Morphic Ambush is a passive feature available to Dolor, which gives him automatic critical hits against  Ambushed enemies. ",Any successful Attack Roll against a creature that has been Ambushed by a Doppelganger is a Critical Hit. 
