Name,Image,Location,Attack Type,Type,Rarity,Weight,Cost,Range,Hold Type,Finesse,Light,Thrown,Ench.,DMG Type 1,DMG1 1H,DMG1 2H,DMG Type 2,DMG2,DMG Type 3,DMG3,Spell,Level,Recharge,Weapon Action,Action,Recharge,Features,Off-hand Only Feature,Off-hand Action,Resistance,AC Bonus,Act,Usable,DONE,,,Melee,Ranged
The Watcher's Guide,,,Melee,Spears,Uncommon,1.4kg,200,1.5m,Versatile,FALSE,FALSE,TRUE,,Piercing,1d6,1d8,,,,,,,,Rush Attack,Main Hand Attack,,Death's Promise,,,,,1,TRUE,TRUE,The Watcher's Guide is an uncommon Spear that increases the chance to hit a target after the wielder misses it.,,The Watcher's Guide,
Vision of the Absolute,,,Melee,Spears,Uncommon,1.4kg,330,1.5m,Versatile,FALSE,FALSE,TRUE,,Piercing,1d6,1d8,,,,,,,,Rush Attack,Main Hand Attack,,Absolute Night,,,,,1,TRUE,TRUE,Vision of the Absolute is an uncommon Spear that possibly blinds targets and deals additional Piercing damage against targets with multiple sets of eyes.,,Vision of the Absolute,
Infernal Spear,,,Melee,Spears,Rare,1.4kg,190,1.5m,Versatile,FALSE,FALSE,TRUE,1,Piercing,1d6,1d8,Poison,3,,,,,,Rush Attack,Main Hand Attack,,Infernal Weapon,,,,,,TRUE,TRUE,Infernal Spear is a rare +1 Spear that deals an extra 3 Poison damage and possibly Poisons the target on a hit.,,Infernal Spear,
Spear +2,,,Melee,Spears,Rare,1.4kg,95,1.5m,Versatile,FALSE,FALSE,TRUE,2,Piercing,1d6,1d8,,,,,,,,Rush Attack,Main Hand Attack,,,,,,,,TRUE,TRUE,"Spear +2 is a rare, moderately enchanted (+2) Spear.",,Spear +2,
Spear of Night,,,Melee,Spears,Rare,1.4kg,190,1.5m,Versatile,FALSE,FALSE,TRUE,1,Piercing,1d6,1d8,,,,,,,,Rush Attack,Main Hand Attack,,Shar's Blessing,,,,,2,TRUE,TRUE,"Spear of Night is a rare, lightly enchanted (+1) variant of the Spears family of weapons. It is a simple melee weapon that can be wielded in one hand, or with both hands for extra damage. Its design lends itself well to be thrown at enemies as a projectile.",,Spear of Night,
Selûne's Spear of Night,,,Melee,Spears,Story Item,1.4kg,640,1.5m,Versatile,FALSE,FALSE,TRUE,3,Piercing,1d6,1d8,,,,,"Moonbeam, Moonmote",3,Short Rest,"Rush Attack, Maiming Strike",Main Hand Attack,,"Darkvision, Selûne's Blessing",,,,,2,TRUE,TRUE,Selûne's Spear of Night is a legendary +3 Spear which allows the wielder to cast Moonbeam and grants Darkvision as well as Advantage on Wisdom Saving Throws and Perception Checks.,,Selûne's Spear of Night,
Shar's Spear of Evening,,,Melee,Spears,Story Item,2.7kg,640,1.5m,Versatile,FALSE,FALSE,TRUE,3,Piercing,1d6,1d8,,,,,Shar's Darkness,2,Per Turn,"Rush Attack, Maiming Strike, Edge of Darkness",Main Hand Attack,,"Shar's Blessing, Blind Immunity",,,,,2,TRUE,TRUE,Shar's Spear of Evening is a legendary +3 Spear which allows the wielder to gain Shar's Blessing and immunity to blindness.,,Shar's Spear of Evening,
Gnarled Tree Branch,,,Melee,Greatclubs,Common,8.5kg,16,1.5m,Two-Handed,FALSE,FALSE,FALSE,,Bludgeoning,2d8,2d8,,,,,,,,"Tenacity, Concussive Smash",Main Hand Attack,,,,,,,,FALSE,TRUE,Gnarled Tree Branch is a Greatclub used by some ogres. It can only be obtained by disarming opponents and cannot be wielded by player characters.,,Greatclub,
Greatclub (Minotaur),,,Melee,Greatclubs,Common,8.5kg,16,1.5m,Two-Handed,FALSE,FALSE,FALSE,,Bludgeoning,2d12,2d12,,,,,,,,Tenacity,Main Hand Attack,,,,,,,,FALSE,TRUE,"Greatclub is a mundane, nonmagical variant of the Greatclubs family of weapons. It is a simple melee weapon which is wielded with both hands. It cannot be wielded by humanoids.",,Argument Solver,
Greatclub,,,Melee,Greatclubs,Common,4.5kg,16,1.5m,Two-Handed,FALSE,FALSE,FALSE,,Bludgeoning,1d8,1d8,,,,,,,,"Tenacity, Concussive Smash",Main Hand Attack,,,,,,,,TRUE,TRUE,"Greatclub is a mundane, nonmagical variant of the Greatclubs family of weapons. It is a simple melee weapon that's wielded with both hands.",,Greatclub +1,
Heavy Spiked Club,,,Melee,Greatclubs,Common,4.5kg,20,1.5m,Two-Handed,FALSE,FALSE,FALSE,,Bludgeoning,2d8,2d8,,,,,,,,"Tenacity, Concussive Smash",Main Hand Attack,,,,,,,,FALSE,TRUE,Heavy Spiked Club is a special variant of the Greatclubs family of weapons. It is a simple melee weapon that's wielded with both hands.,,Punch-Drunk Bastard,
Argument Solver,,,Melee,Greatclubs,Uncommon,4.5kg,65,1.5m,Two-Handed,FALSE,FALSE,FALSE,1,Bludgeoning,1d8,1d8,,,,,Poison Mist,,Short Rest,"Tenacity, Concussive Smash, Backbreaker",Main Hand Attack,,,,,,,2,TRUE,TRUE,"Argument Solver is an uncommon +1 Greatclub that grants the wielder the Poison Mist weapon action, which deals extra Poison damage and creates a poison cloud.",,Rat Bat,
Greatclub +1,,,Melee,Greatclubs,Uncommon,4.5kg,40,1.5m,Two-Handed,FALSE,FALSE,FALSE,1,Bludgeoning,1d8,1d8,,,,,,,,"Tenacity, Concussive Smash",Main Hand Attack,,,,,,,,TRUE,TRUE,Greatclub +1 is an uncommon lightly enchanted (+1) Greatclub.,,Flail of Myrkul,
Punch-Drunk Bastard,,,Melee,Greatclubs,Rare,4.5kg,190,1.5m,Two-Handed,FALSE,FALSE,FALSE,1,Bludgeoning,1d8,1d8,,,,,,,,"Tenacity, Concussive Smash, Backbreaker",Main Hand Attack,,Tippler's Rage,,,,,2,TRUE,TRUE,Punch-Drunk Bastard is a rare +1 Greatclub that grants the wielder Advantage and creates a Thunder blast on each hit...so long as the wielder is Drunk.,,Flail of the Vortex,
Rat Bat,,,Melee,Greatclubs,Rare,4.5kg,190,1.5m,Two-Handed,FALSE,FALSE,FALSE,1,Bludgeoning,1d8,1d8,Piercing,1d6,,,,,,Concussive Smash,Main Hand Attack,,Rat Catcher,,,,,2,TRUE,TRUE,The Rat Bat is a rare Greatclub that grants the wielder Advantage on their Attack Rolls against beasts.,,Flail,
Flail of Myrkul,,,Melee,Flails,Common,0.9kg,50,1.5m,One-Handed,FALSE,FALSE,FALSE,,Bludgeoning,1d8,1d8,,,,,,,,"Tenacity, Concussive Smash, Weakening Strike",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,Flail of Myrkul is a common variant of the Flails family of weapons. It is a martial melee weapon wielded in one hand.,,Pactbound Flail,
Flail of the Vortex,,,Melee,Flails,Common,0.9kg,50,1.5m,One-Handed,FALSE,FALSE,FALSE,3,Bludgeoning,1d8,1d8,Lightning,1d8,,,,,,Electrified Flail,Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Flail of the Vortex is a common, highly enchanted (+3) variant of the Flails family of weapons. It is a martial melee weapon wielded in one hand.",,Flail +1,
Flail,,,Melee,Flails,Common,0.9kg,50,1.5m,One-Handed,FALSE,FALSE,FALSE,,Bludgeoning,1d8,1d8,,,,,,,,"Tenacity, Concussive Smash, Weakening Strike",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Flail is a mundane, nonmagical variant of the Flails family of weapons. It is a martial melee weapon wielded in one hand.",,Myrkulite Scourge,
Pactbound Flail,,,Melee,Flails,Common,0.9kg,0,1.5m,One-Handed,FALSE,FALSE,FALSE,,Bludgeoning,1d8,1d8,,,,,,,,"Tenacity, Concussive Smash, Weakening Strike",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"A weapon summoned by Hexblades with the Pact of the Blade. It uses the wielder's Charisma modifier, and its damage is magical.",,Corrosive Flail,
Flail +1,,,Melee,Flails,Uncommon,0.9kg,65,1.5m,One-Handed,FALSE,FALSE,FALSE,1,Bludgeoning,1d8,1d8,,,,,,,,"Tenacity, Concussive Smash, Weakening Strike",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Flail +1 is an uncommon, lightly enchanted (+1) variant of the Flails family of weapons. It is a martial melee weapon wielded in one hand.",,Defender Flail,
Myrkulite Scourge,,,Melee,Flails,Uncommon,0.9kg,65,1.5m,One-Handed,FALSE,FALSE,FALSE,1,Bludgeoning,1d8,1d8,Necrotic,1d6,,,,,,"Tenacity, Concussive Smash, Weakening Strike",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,Myrkulite Scourge is an uncommon +1 Flail that deals an additional 1d6 Necrotic damage on a strike.,,Flail +2,
Corrosive Flail,,,Melee,Flails,Rare,0.9kg,310,1.5m,One-Handed,FALSE,FALSE,FALSE,1,Bludgeoning,1d8,1d8,,,,,,,,"Tenacity, Concussive Smash, Weakening Strike, Corrosive Strike",Main Hand Attack,Short Rest,,,Off-Hand Attack (Melee),,,1,TRUE,TRUE,"Corrosive Flail is a rare +1 Flail that grants a special weapon action, Corrosive Strike.",,Flail of Ages,
Defender Flail,,,Melee,Flails,Rare,0.9kg,310,1.5m,One-Handed,FALSE,FALSE,FALSE,1,Bludgeoning,1d8,1d8,,,,,,,,"Tenacity, Concussive Smash, Weakening Strike",Main Hand Attack,,Steel Physiology,,Off-Hand Attack (Melee),,1,2,TRUE,TRUE,The Defender Flail is a rare +1 Flail that reduces physical weapon damage to the wearer and increases Armour Class.,,Rusty Morningstar,
Flail +2,,,Melee,Flails,Rare,0.9kg,155,1.5m,One-Handed,FALSE,FALSE,FALSE,2,Bludgeoning,1d8,1d8,,,,,,,,"Tenacity, Concussive Smash, Weakening Strike",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Flail +2 is a rare, moderately enchanted (+2) variant of the Flails family of weapons. It is a martial melee weapon wielded in one hand.",,Morningstar,
Flail of Ages,,,Melee,Flails,Rare,0.9kg,320,1.5m,One-Handed,FALSE,FALSE,FALSE,1,Bludgeoning,1d8,1d8,,,,,Elemental Age,3,Long Rest,"Tenacity, Concussive Smash, Weakening Strike",Main Hand Attack,,Elements of an Epoch,,Off-Hand Attack (Melee),,,3,TRUE,TRUE,Flail of Ages is a rare +1 Flail that applies variable conditions depending on what type of damage the flail does.,,Morningstar +1,
Rusty Morningstar,,,Melee,Morningstars,Common,1.8kg,5,1.5m,One-Handed,FALSE,FALSE,FALSE,,Piercing,1d8,1d8,,,,,,,,"Heartstopper, Concussive Smash, Tenacity",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,Rusty Morningstar is a common variant of the Morningstars family of weapons. It is a martial melee weapon wielded in one hand.,,Ravengard's Scourger,
Morningstar,,,Melee,Morningstars,Common,1.8kg,50,1.5m,One-Handed,FALSE,FALSE,FALSE,,Piercing,1d8,1d8,,,,,,,,"Heartstopper, Concussive Smash, Tenacity",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Morningstar is a mundane, nonmagical variant of the Morningstars family of weapons. It is a martial melee weapon wielded in one hand.",,Twist of Fortune,
Morningstar +1,,,Melee,Morningstars,Uncommon,1.8kg,65,1.5m,One-Handed,FALSE,FALSE,FALSE,1,Piercing,1d8,1d8,,,,,,,,"Heartstopper, Concussive Smash, Tenacity",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Morningstar +1 is an uncommon, lightly enchanted (+1) variant of the Morningstars family of weapons. It is a martial melee weapon wielded in one hand.",,The Sacred Star,
Ravengard's Scourger,,,Melee,Morningstars,Rare,1.8kg,310,1.5m,One-Handed,FALSE,FALSE,FALSE,2,Piercing,1d8,1d8,,,,,,,,"Heartstopper, Concussive Smash, Tenacity","Commander's Strike, Main Hand Attack",Short Rest,,,Off-Hand Attack (Melee),,,3,TRUE,TRUE,Ravengard's Scourger is a rare +2 Morningstar that allows the wielder to cast Commander's Strike.,,Pactbound Rapier,
Twist of Fortune,,,Melee,Morningstars,Rare,1.8kg,310,1.5m,One-Handed,FALSE,FALSE,FALSE,1,Piercing,1d8,1d8,,,,,,,,"Heartstopper, Concussive Smash, Tenacity, Blood Money",Main Hand Attack,Short Rest,Twist of Fortune,,Off-Hand Attack (Melee),,,2,TRUE,TRUE,"Twist of Fortune is a rare +1 Morningstar with the unique weapon action, Blood Money. When the wielder rolls 2 or less with this weapon's damage die, they reroll and take the new result.",,Rapier,
The Sacred Star,,,Melee,Morningstars,Very Rare,0.8kg,770,1.5m,One-Handed,FALSE,FALSE,FALSE,2,Piercing,1d8,1d8,Radiant,1d4,,,,,,"Heartstopper, Concussive Smash, Tenacity, Dawnburst Strike",Main Hand Attack,Short Rest,"Radiant Strike, Sanctified Weapon",,Off-Hand Attack (Melee),,,3,TRUE,TRUE,The Sacred Star is a very rare +2 Morningstar that applies Radiating Orb on hit and possibly turns the target if it is Undead. It also grants the Dawnburst Strike weapon action.,,Rapier +1,
Pactbound Rapier,,,Melee,Rapiers,Common,0.9kg,0,1.5m,One-Handed,TRUE,FALSE,FALSE,,Piercing,1d8,1d8,,,,,,,,"Piercing Strike, Weakening Strike, Flourish",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"A summoned weapon from Pact of the Blade. It uses the wielder's Charisma modifier, and its damage is magical.",,Rupturing Blade,
Rapier,,,Melee,Rapiers,Common,0.9kg,65,1.5m,One-Handed,TRUE,FALSE,FALSE,,Piercing,1d8,1d8,,,,,,,,"Piercing Strike, Weakening Strike, Flourish",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Rapier is a mundane, nonmagical variant of the Rapiers family of weapons. It is a martial melee weapon wielded in one hand. As a finesse weapon, it can benefit from the wielder's Dexterity and not just their Strength.",,Sword of Screams,
Rapier +1,,,Melee,Rapiers,Uncommon,0.9kg,85,1.5m,One-Handed,TRUE,FALSE,FALSE,1,Piercing,1d8,1d8,,,,,,,,"Piercing Strike, Weakening Strike, Flourish",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Rapier +1 is an uncommon, lightly enchanted (+1) variant of the Rapiers family of weapons. It is a martial melee weapon wielded in one hand. As a finesse weapon, it can benefit from the wielder's Dexterity and not just their Strength.",,Harmonic Dueller,
Rupturing Blade,,,Melee,Rapiers,Uncommon,0.9kg,130,1.5m,One-Handed,TRUE,FALSE,FALSE,1,Piercing,1d8,1d8,,,,,,,,"Piercing Strike, Weakening Strike, Flourish, Searing Blood",Main Hand Attack,Short Rest,,,Off-Hand Attack (Melee),,,1,TRUE,TRUE,"Rupturing Blade is an uncommon +1 Rapier that grants the Searing Blood weapon action that deals extra Fire damage on hit, but deals Slashing damage to the wielder. In addition, it also may cause Bleeding and Burning.",,Rapier +2,
Sword of Screams,,,Melee,Rapiers,Uncommon,0.9kg,130,1.5m,One-Handed,TRUE,FALSE,FALSE,,Piercing,1d8,1d8,Psychic,1d4,,,,,,"Piercing Strike, Weakening Strike, Flourish",Main Hand Attack,,,,Off-Hand Attack (Melee),,,1,TRUE,TRUE,Sword of Screams is an uncommon Rapier that deals an additional 1d4 Psychic damage.,,Infernal Rapier,
Harmonic Dueller,,,Melee,Rapiers,Rare,0.9kg,380,1.5m,One-Handed,TRUE,FALSE,FALSE,1,Piercing,1d8,1d8,,,,,,,,"Piercing Strike, Weakening Strike, Flourish, Mellow Harmony",Main Hand Attack,Short Rest,,,Off-Hand Attack (Melee),,,3,TRUE,TRUE,"Harmonic Dueller is a rare +1 Rapier that when activated, can grant all the wielder's melee attacks extra damage equal to their Charisma modifier.",,Pelorsun Blade,
Rapier +2,,,Melee,Rapiers,Rare,0.9kg,190,1.5m,One-Handed,TRUE,FALSE,FALSE,2,Piercing,1d8,1d8,,,,,,,,"Piercing Strike, Weakening Strike, Flourish",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Rapier +2 is a rare, moderately enchanted (+2) variant of the Rapiers family of weapons. It is a martial melee weapon wielded in one hand. As a finesse weapon, it can benefit from the wielder's Dexterity and not just their Strength.",,Duellist's Prerogative,
Infernal Rapier,,,Melee,Rapiers,Very Rare,0.9kg,960,1.5m,One-Handed,TRUE,FALSE,FALSE,2,Piercing,1d8,1d8,,,,,Planar Ally: Cambion,6,Long Rest,"Piercing Strike, Weakening Strike, Flourish",Main Hand Attack,,"Melee Caster, High Spellcasting (Infernal Rapier)",,Off-Hand Attack (Melee),,,2,TRUE,TRUE,"The Infernal Rapier is a very rare +2 rapier and a possible reward for following Wyll's companion quest. It raises the wielder's Spell Save DC and, unlike other rapiers, uses their Spellcasting Modifier for Attack Rolls and Damage Rolls instead of Strength or Dexterity.",,Djinni Scimitar,
Pelorsun Blade,,,Melee,Rapiers,Very Rare,0.9kg,960,1.5m,One-Handed,TRUE,FALSE,FALSE,1,Piercing,1d8,1d8,Radiant,1d4,,,,,,"Piercing Strike, Weakening Strike, Flourish",Main Hand Attack,,Undead Bane,,Off-Hand Attack (Melee),,,3,TRUE,TRUE,Pelorsun Blade is a very rare +1 Rapier that grants the wielder Advantage against Undead targets.,,Flame Blade (weapon),
Duellist's Prerogative,,,Melee,Rapiers,Story Item,0.9kg,1300,1.5m,One-Handed,TRUE,FALSE,FALSE,3,Piercing,1d8,1d8,Necrotic,1d4,,,Challenge to Duel,,,"Piercing Strike, Weakening Strike, Flourish, Dueller's Enthusiasm",Main Hand Attack,Per Turn,"Elegant Duellist, Withering Cut",,Off-Hand Attack (Melee),,,3,TRUE,TRUE,"Duellist's Prerogative is a legendary +3 Rapier that grants the wielder a greater chance of critical hits, and an extra reaction provided their off-hand is empty. The wielder can also use a reaction to grant additional Necrotic damage on a hit.",,Goblin Scimitar,
Djinni Scimitar,,,Melee,Scimitars,Common,1.4kg,30,1.5m,One-Handed,TRUE,TRUE,FALSE,1,Slashing,1d6,1d6,Poison,2d10,,,,,,"Lacerate, Flourish",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Djinni Scimitar is the Scimitar used by a Djinni normally inaccessible to player characters. It is a martial melee weapon wielded in one hand. As a finesse weapon, it can benefit from the wielder's Dexterity or Strength. It is a light weapon which anyone can dual-wield without special training.",,Rusty Scimitar,
Flame Blade (weapon),,,Melee,Scimitars,Common,0.5kg,30,1.5m,One-Handed,TRUE,TRUE,FALSE,,Fire,3d6,3d6,,,,,,,,,Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Flame Blade is a magical, conjured variant of the Scimitars family of weapons. It is a martial melee weapon wielded in one hand. It adds the user's spellcasting modifier to its attack roll; Wisdom if summoned as a Druid spell, and Charisma if summoned by a Mephistopheles Tiefling using their subrace trait.",,Scimitar (Sharran),
Goblin Scimitar,,,Melee,Scimitars,Common,1.4kg,30,1.5m,One-Handed,TRUE,TRUE,FALSE,,Slashing,1d6,1d6,,,,,,,,"Lacerate, Flourish",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Goblin Scimitar is a common variant of the Scimitars family of weapons. It is a martial melee weapon wielded in one hand. As a finesse weapon, it can benefit from the wielder's Dexterity and not just their Strength. It's a light weapon that anyone can dual-wield without special training.",,Scimitar (Akabi),
Rusty Scimitar,,,Melee,Scimitars,Common,1.4kg,3,1.5m,One-Handed,TRUE,TRUE,FALSE,,Slashing,1d6,1d6,,,,,,,,"Lacerate, Flourish",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Rusty Scimitar is a common variant of the Scimitars family of weapons. It is a martial melee weapon wielded in one hand. As a finesse weapon, it can benefit from the wielder's Dexterity and not just their Strength. It's a light weapon that anyone can dual-wield without special training.",,Scimitar of Cinder,
Scimitar (Sharran),,,Melee,Scimitars,Common,1.4kg,30,1.5m,One-Handed,TRUE,TRUE,FALSE,,Slashing,1d8,1d8,,,,,,,,"Lacerate, Flourish",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Scimitar is a common variant of the Scimitars family of weapons. It is a martial melee weapon wielded in one hand. As a finesse weapon, it can benefit from the wielder's Dexterity and not just their Strength. It's a light weapon that anyone can dual-wield without special training.",,Scimitar,
Scimitar (Akabi),,,Melee,Scimitars,Common,1.4kg,30,1.5m,One-Handed,TRUE,TRUE,FALSE,,Slashing,1d6,1d6,,,,,,,,"Lacerate, Flourish",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Scimitar is a one-handed martial melee weapon. It is functionally identical to the common Scimitar, but is visually identical to the Djinni Scimitar.",,Kurwin's Cauteriser,
Scimitar of Cinder,,,Melee,Scimitars,Common,1.2kg,30,1.5m,One-Handed,TRUE,TRUE,FALSE,3,Slashing,1d6,1d6,Fire,1d6,,,,,,"Lacerate, Flourish, Scorching Strike",Main Hand Attack,Per Turn,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Scimitar of Cinder is a common, highly enchanted (+3) variant of the Scimitars family of weapons. It is a martial melee weapon wielded in one hand. As a finesse weapon, it can benefit from the wielder's Dexterity and not just their Strength. It's a light weapon that anyone can dual-wield without special training.",,Scimitar +1,
Scimitar,,,Melee,Scimitars,Common,1.4kg,30,1.5m,One-Handed,TRUE,TRUE,FALSE,,Slashing,1d6,1d6,,,,,,,,"Lacerate, Flourish",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Scimitar is a mundane, nonmagical variant of the Scimitars family of weapons. It is a martial melee weapon wielded in one hand. As a finesse weapon, it can benefit from the wielder's Dexterity and not just their Strength. It's a light weapon that anyone can dual-wield without special training.",,Speedy Reply,
Kurwin's Cauteriser,,,Melee,Scimitars,Uncommon,1.4kg,65,1.5m,One-Handed,TRUE,TRUE,FALSE,1,Slashing,1d6,1d6,Fire,1d4,,,,,,"Lacerate, Flourish",Main Hand Attack,,Cauteriser,,Off-Hand Attack (Melee),,,3,TRUE,TRUE,"Kurwin's Cauteriser is an uncommon +1 Scimitar that deals extra Fire damage on hit, and possibly Burns the target as well.",,Sylvan Scimitar,
Scimitar +1,,,Melee,Scimitars,Uncommon,1.4kg,40,1.5m,One-Handed,TRUE,TRUE,FALSE,1,Slashing,1d6,1d6,,,,,,,,"Lacerate, Flourish",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Scimitar +1 is an uncommon, lightly enchanted (+1) variant of the Scimitars family of weapons. It is a martial melee weapon wielded in one hand. As a finesse weapon, it can benefit from the wielder's Dexterity and not just their Strength. It's a light weapon that anyone can dual-wield without special training.",,Adamantine Scimitar,
Speedy Reply,,,Melee,Scimitars,Uncommon,1.4kg,65,1.5m,One-Handed,TRUE,TRUE,FALSE,,Slashing,1d6,1d6,,,,,,,,"Lacerate, Flourish",Main Hand Attack,,Nimble Attack,,Off-Hand Attack (Melee),,,1,TRUE,TRUE,Speedy Reply is an uncommon Scimitar that grants the wielder 2 turns of Momentum whenever they hit an enemy.,,Salty Scimitar(rrr),
Sylvan Scimitar,,,Melee,Scimitars,Uncommon,1.4kg,65,1.5m,One-Handed,TRUE,TRUE,FALSE,1,Slashing,1d6,1d6,,,,,,,,"Lacerate, Flourish, Cleave",Main Hand Attack,,Melee Caster,,Off-Hand Attack (Melee),,,2,TRUE,TRUE,Sylvan Scimitar is an uncommon +1 Scimitar that allows its wielder to use their Spellcasting Ability modifier instead of their Dexterity modifier to determine their Attack Roll bonus.,,Scimitar +2,
Adamantine Scimitar,,,Melee,Scimitars,Rare,1.4kg,190,1.5m,One-Handed,TRUE,TRUE,FALSE,1,Slashing,1d6,1d6,,,,,,,,"Lacerate, Flourish",Main Hand Attack,,"Diamondsbane, Lethal Weapon (Slashing)",,Off-Hand Attack (Melee),,,1,TRUE,TRUE,Adamantine Scimitar is a rare +1 Scimitar that automatically critical hits objects and ignores Resistance to Slashing damage.,,Thorn Blade,
Salty Scimitar(rrr),,,Melee,Scimitars,Rare,1.4kg,190,1.5m,One-Handed,TRUE,TRUE,FALSE,2,Slashing,1d6,1d6,,,,,Command,1,Long Rest,"Lacerate, Flourish",Main Hand Attack,,,,Off-Hand Attack (Melee),,,3,TRUE,TRUE,Salty Scimitar(rrr) is a rare +2 Scimitar that allows the wielder to cast Command once per Long Rest.,,Belm,
Scimitar +2,,,Melee,Scimitars,Rare,1.4kg,95,1.5m,One-Handed,TRUE,TRUE,FALSE,2,Slashing,1d6,1d6,,,,,,,,"Lacerate, Flourish",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Scimitar +2 is a rare, moderately enchanted (+2) variant of the Scimitars family of weapons. It is a martial melee weapon wielded in one hand. As a finesse weapon, it can benefit from the wielder's Dexterity and not just their Strength. It's a light weapon that anyone can dual-wield without special training.",,Justiciar's Scimitar,
Thorn Blade,,,Melee,Scimitars,Rare,1.4kg,190,1.5m,One-Handed,TRUE,TRUE,FALSE,1,Slashing,1d6,1d6,,,,,Ensnaring Strike (Melee),1,Long Rest,"Lacerate, Flourish",Main Hand Attack,,Poisonous Synergy,,Off-Hand Attack (Melee),,,2,TRUE,TRUE,"Thorn Blade is a rare, lightly enchanted (+1) Scimitar that deals 1d4⁠⁠Poison damage with melee weapons attacks while Concentrating and grants the ability to cast Ensnaring Strike (Melee).",,Githyanki Shortsword,
Belm,,,Melee,Scimitars,Very Rare,1.4kg,480,1.5m,One-Handed,TRUE,TRUE,FALSE,2,Slashing,1d6,1d6,,,,,,,,"Lacerate, Flourish, Perfectly Balanced Strike, Whirlwind Attack (Weapon Action)",Main Hand Attack,,,,Off-Hand Attack (Melee),,,3,TRUE,TRUE,Belm is a very rare +2 Scimitar. It grants the Whirlwind Attack and Perfectly Balanced Strike weapon actions.,,Practice Sword,
Justiciar's Scimitar,,,Melee,Scimitars,Very Rare,1.4kg,480,1.5m,One-Handed,TRUE,TRUE,FALSE,2,Slashing,1d6,1d6,,,,,,,,"Lacerate, Flourish, Shadowsoaked Blow",Main Hand Attack,Short Rest,"Shadow-Blinding, Shadow Blade",,Off-Hand Attack (Melee),,,2,TRUE,TRUE,Justiciar's Scimitar is a very rare +2 Scimitar weapon that can blind an opponent if the wielder strikes with Advantage. It also grants the Shadowsoaked Blow weapon action.,,Rusty Shortsword,
Githyanki Shortsword,,,Melee,Shortswords,Common,0.9kg,16,1.5m,One-Handed,TRUE,TRUE,FALSE,,Piercing,1d6,1d6,,,,,,,,"Flourish, Piercing Strike",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Githyanki Shortsword is a common variant of the Shortswords family of weapons. It is a martial melee weapon wielded in one hand. As a finesse weapon, it can benefit from the wielder's Dexterity and not just their Strength. It's a light weapon that anyone can dual-wield without special training.",,Trepan,
Practice Sword,,,Melee,Shortswords,Common,0.6kg,1,1.5m,One-Handed,TRUE,TRUE,FALSE,,Bludgeoning,1d4,1d4,,,,,,,,,Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"The Practice Sword is a common Shortsword. It lacks the weapon actions of other shortswords, but is also the only shortsword that deals ⁠Bludgeoning damage.",,Chessa's Practice Sword,
Rusty Shortsword,,,Melee,Shortswords,Common,0.9kg,2,1.5m,One-Handed,TRUE,TRUE,FALSE,,Piercing,1d6,1d6,,,,,,,,"Flourish, Piercing Strike",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Rusty Shortsword is a common variant of the Shortswords family of weapons. It is a martial melee weapon wielded in one hand. As a finesse weapon, it can benefit from the wielder's Dexterity and not just their Strength. It's a light weapon that anyone can dual-wield without special training.",,Harper Blade,
